song_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Kanonaki,Various Artists,Stis Kardias Mou T' Anoichta,0.596,0.114,-13.349,0.0936,0.816,0.892,0.0716,0.116,76.333
Xenitemeno Mou Pouli,Various Artists,Stis Kardias Mou T' Anoichta,0.506,0.33,-6.565,0.0295,0.729,1.5e-06,0.345,0.343,91.138
To Tragoudaki,Various Artists,Stis Kardias Mou T' Anoichta,0.22,0.347,-9.642,0.0292,0.0484,0.000231,0.199,0.211,153.81
Ola Me Ti Glossa Tis Haras,Pantelis Thalassinos,Astranamata,0.44,0.3,-8.977,0.0389,0.882,0.0,0.0791,0.328,85.697
Atlantida,Pantelis Thalassinos,Astranamata,0.349,0.169,-11.964,0.033,0.842,0.000326,0.109,0.152,96.927
Ta Thavmata,Pantelis Thalassinos,Astranamata,0.316,0.31,-11.124,0.0426,0.894,0.000956,0.0956,0.158,93.713
I Limni Kai O Potamos,Pantelis Thalassinos,Astranamata,0.397,0.0843,-13.064,0.0396,0.916,0.0,0.0722,0.214,70.13
Sta Magia Kai Sta Oneira,Pantelis Thalassinos,Astranamata,0.422,0.129,-14.574,0.0391,0.973,3.45e-05,0.0976,0.173,80.636
Kementzes Kai Mpoulgaroi,Pantelis Thalassinos,Astranamata,0.564,0.401,-8.577,0.0403,0.814,0.0,0.0811,0.885,122.438
Kipoi Me Nera,Pantelis Thalassinos,Astranamata,0.301,0.176,-13.478,0.0316,0.878,0.000695,0.101,0.11,83.472
Poios?,Pantelis Thalassinos,Astranamata,0.506,0.218,-12.971,0.0302,0.901,0.000152,0.11,0.355,92.149
Eisagogi (Fevgio tTis Annas) - Instrumental,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.441,0.443,-13.148,0.038,0.978,0.84,0.157,0.703,152.51
Na M' Agapas,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.483,0.193,-12.895,0.0308,0.867,0.000111,0.189,0.327,134.246
Oneiriko - Instrumental,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.401,0.288,-13.811,0.0343,0.96,0.925,0.102,0.448,131.525
Ti Na Sou Po,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.728,0.422,-8.612,0.0631,0.922,0.00587,0.0925,0.657,136.097
Flou - Instrumental,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.295,0.273,-14.237,0.0321,0.9,0.923,0.107,0.183,128.695
Kapote Tha 'Rthoun,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.678,0.266,-9.977,0.0363,0.866,0.0005,0.119,0.142,110.73
Dylan Thomas - Instrumental,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.573,0.43,-11.382,0.0299,0.841,0.946,0.154,0.869,140.538
Mi Mou Milas Gia Tipota,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.555,0.0942,-13.113,0.184,0.983,0.0,0.11,0.16,93.181
Ston Ypno Mou,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.596,0.49,-10.651,0.0254,0.89,5.41e-05,0.146,0.665,83.755
Erotiko - Instrumental,Various Artists,O Asymvivastos (To Soundtrack Tis Kinimatografikis Tainias Kai 5 Tragoudia Akoma),0.414,0.115,-16.496,0.0358,0.984,0.874,0.154,0.303,107.633
Day After Day,Pavlos Sidiropoulos,Day After Day,0.446,0.61,-7.174,0.0318,0.76,0.0579,0.227,0.524,135.436
Tell Me,Pavlos Sidiropoulos,Day After Day,0.465,0.541,-9.007,0.0392,0.823,0.00585,0.0591,0.964,169.135
Mou 'Pes Tha Figo,Pavlos Sidiropoulos,Flou (Remastered),0.564,0.848,-6.13,0.0472,0.76,0.862,0.185,0.339,143.732
O Babis O Flou,Pavlos Sidiropoulos,Flou (Remastered),0.477,0.759,-5.902,0.0968,0.554,0.00277,0.313,0.882,131.188
Pou Na Girizis,Pavlos Sidiropoulos,Flou (Remastered),0.475,0.528,-8.173,0.0523,0.763,0.0272,0.152,0.227,137.976
Xespasma,Pavlos Sidiropoulos,Flou (Remastered),0.53,0.949,-4.837,0.0653,0.434,0.00192,0.303,0.473,106.303
I Sovari Klooun,Pavlos Sidiropoulos,Flou (Remastered),0.312,0.434,-13.228,0.0396,0.845,0.0839,0.199,0.0538,108.523
To '69 Me Kapio Filo,Pavlos Sidiropoulos,Flou (Remastered),0.639,0.841,-5.341,0.0739,0.181,4.88e-05,0.0725,0.934,166.113
Stin K.,Pavlos Sidiropoulos,Flou (Remastered),0.56,0.454,-9.049,0.0411,0.738,0.0,0.183,0.501,121.706
I Ora Tou Stuff,Pavlos Sidiropoulos,Flou (Remastered),0.306,0.448,-10.015,0.0451,0.846,0.0133,0.0761,0.267,175.145
To Agnosto Theo,Pavlos Sidiropoulos,Flou (Remastered),0.505,0.95,-4.687,0.201,0.688,0.000641,0.0887,0.492,134.124
En Kataklidi,Pavlos Sidiropoulos,Flou (Remastered),0.627,0.632,-9.287,0.0345,0.611,0.0103,0.121,0.642,122.01
To Blues Tou Ergatopaidou,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.613,0.0382,-10.285,0.075,0.902,0.0,0.0994,0.263,178.126
I Paragka Tou Thoma,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.824,0.167,-11.082,0.058,0.873,0.0,0.0969,0.594,105.251
Zeimpekiko Blues,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.84,0.0251,-11.904,0.103,0.889,0.0,0.107,0.168,115.708
An Isoun Filos,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.801,0.355,-10.282,0.0537,0.805,0.0,0.104,0.393,114.309
To Blues Tou Paliokaravou,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.682,0.0135,-14.331,0.0877,0.938,0.0,0.114,0.179,98.586
Ta Sigana Potamia,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.551,0.257,-11.464,0.0485,0.899,0.0,0.14,0.605,116.499
O Harmanis,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.913,0.118,-10.902,0.0514,0.816,0.0,0.108,0.315,107.535
To Blues Tou Roumpola,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.67,0.0757,-16.757,0.0523,0.995,0.863,0.111,0.316,116.86
To Blues Tou Ai-Onoufri,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.372,0.0423,-18.087,0.0606,0.995,0.744,0.118,0.125,180.524
To Blues Tou Apohorismou,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.389,0.0769,-10.739,0.0855,0.979,2.98e-05,0.112,0.249,179.268
Krima To Paidi,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.936,0.334,-11.278,0.11,0.897,0.0,0.107,0.756,114.115
To Mynima,Pavlos Sidiropoulos,Ta Blues Tou Prigkipa,0.792,0.173,-15.313,0.82,0.969,0.0,0.21,0.671,80.366
Tis Ethnikis Symfiliosis,Pavlos Sidiropoulos,Welcome to the Show,0.72,0.747,-5.17,0.0352,0.34,0.0,0.312,0.953,128.294
Apokalypsi,Pavlos Sidiropoulos,Welcome to the Show,0.601,0.957,-3.505,0.0431,0.151,0.00864,0.274,0.842,130.025
Poioi Eisaste Eseis?,Pavlos Sidiropoulos,Welcome to the Show,0.617,0.827,-3.912,0.0849,0.0424,9.07e-05,0.256,0.873,136.972
To Vivlio Ton Iroon,Pavlos Sidiropoulos,Welcome to the Show,0.424,0.947,-4.364,0.208,0.00568,0.0178,0.28,0.753,121.325
Welcome to the Show,Pavlos Sidiropoulos,Welcome to the Show,0.619,0.953,-4.318,0.0679,0.219,0.0234,0.229,0.824,112.911
Ena Anamnisiako Tragoudaki,Pavlos Sidiropoulos,Welcome to the Show,0.818,0.533,-4.473,0.189,0.312,0.0,0.541,0.824,124.229
Adergraoud Me Stras,Pavlos Sidiropoulos,En Lefko,0.728,0.55,-13.441,0.0519,0.318,0.026,0.149,0.518,129.189
Istati Stigmi,Pavlos Sidiropoulos,En Lefko,0.699,0.329,-20.683,0.03,0.211,0.143,0.105,0.791,112.335
Thanatos,Pavlos Sidiropoulos,En Lefko,0.569,0.11,-18.905,0.0295,0.66,0.733,0.366,0.191,79.148
Horis Etia,Pavlos Sidiropoulos,En Lefko,0.723,0.559,-16.587,0.0319,0.0619,0.00117,0.346,0.784,106.808
I,Pavlos Sidiropoulos,En Lefko,0.707,0.744,-15.138,0.0457,0.0419,0.014,0.0938,0.624,112.006
Voo-Doo Child,Pavlos Sidiropoulos,En Lefko,0.814,0.395,-15.639,0.0394,0.268,0.000142,0.326,0.906,118.775
Kapote Tha Dis,Pavlos Sidiropoulos,En Lefko,0.763,0.366,-16.273,0.0612,0.21,7.79e-05,0.103,0.793,114.449
Tzonihakion Asma,Pavlos Sidiropoulos,En Lefko,0.555,0.393,-17.772,0.103,0.055,1.55e-05,0.355,0.631,110.421
Epidi Horisame San Erastes (Stin Nana),Pavlos Sidiropoulos,En Lefko,0.301,0.0448,-25.424,0.0489,0.953,0.558,0.0478,0.154,94.286
R' N' R' Sto Krevati,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.51,0.95,-3.57,0.0357,0.0592,0.0,0.116,0.756,148.567
Ftohopedo,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.428,0.937,-2.941,0.0474,0.543,0.0,0.325,0.748,154.625
Apogoitefsi,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.635,0.879,-3.04,0.0589,0.642,0.0,0.169,0.701,107.0
Agourou,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.221,0.866,-8.744,0.0999,0.768,0.984,0.803,0.0702,123.922
Miki Maou(s),Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.41,0.958,-2.798,0.108,0.686,0.000205,0.211,0.672,148.056
I Remember Otis,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.45,0.432,-7.986,0.0363,0.222,0.000913,0.0796,0.165,134.829
To '69,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.713,0.958,-2.273,0.0346,0.632,0.0,0.197,0.775,109.235
Clown,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.476,0.366,-6.696,0.0311,0.581,0.000175,0.119,0.126,117.815
Ade Ke Kali Tihi Mages,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.463,0.913,-5.773,0.136,0.716,0.0,0.377,0.689,140.089
Tha Girisi Ki O Trohos... I Lene Pos I Ftohi... I Ap' Ti Zoi Sto Thanato In' Ena Monopati,Pavlos Sidiropoulos,Zorba The Freak (Remastered),0.55,0.906,-5.396,0.149,0.398,3.92e-06,0.73,0.767,77.26
As' Tous Na Mas Koroidevoun,Petros Gaitanos,Politeia D!,0.776,0.609,-11.808,0.0276,0.363,0.0,0.311,0.807,91.946
Archontissa Siopili,Petros Gaitanos,Politeia D!,0.709,0.342,-13.724,0.0366,0.31,1.8e-05,0.131,0.393,109.439
Koritsi Tou Oktovri,Petros Gaitanos,Politeia D!,0.335,0.176,-15.154,0.032,0.882,0.000136,0.129,0.0743,136.818
De Ftais Esy Pou Taxidevo,Petros Gaitanos,Politeia D!,0.262,0.212,-14.663,0.0351,0.85,4.01e-06,0.104,0.24,176.621
Tora Pou Fevgeis,Petros Gaitanos,Politeia D!,0.696,0.395,-11.655,0.036,0.612,0.00733,0.13,0.671,151.21
Chronia Ftina,Petros Gaitanos,Politeia D!,0.228,0.133,-15.76,0.0335,0.852,5.68e-06,0.0899,0.122,177.911
Nychtes Fotografoi,Petros Gaitanos,Politeia D!,0.607,0.452,-12.839,0.0415,0.339,0.000837,0.264,0.559,176.073
Perimene Me,Petros Gaitanos,Politeia D!,0.63,0.35,-14.668,0.0579,0.649,0.00012,0.111,0.269,99.952
Me Tis Chamenes Tis Psyches,Petros Gaitanos,Politeia D!,0.305,0.173,-14.006,0.0332,0.881,8.69e-06,0.0845,0.133,124.581
Se Poia Patrida Thes Na Pas,Petros Gaitanos,Politeia D!,0.446,0.292,-13.426,0.0352,0.81,5.95e-05,0.0807,0.447,89.746
Drapetsona,Petros Gaitanos,Politeia D!,0.615,0.324,-13.62,0.0461,0.64,1.96e-06,0.168,0.338,125.557
Pos Se Miso,Pix Lax,Ti Allo Na Pis Pio Apla,0.674,0.482,-14.216,0.061,0.618,0.0,0.0961,0.754,100.078
Me Stelnis,Pix Lax,Ti Allo Na Pis Pio Apla,0.759,0.332,-14.634,0.0613,0.14,0.000145,0.0963,0.848,99.872
Thelo Kati N' Allaxo,Pix Lax,Ti Allo Na Pis Pio Apla,0.329,0.206,-15.905,0.0367,0.692,5.4e-06,0.0932,0.223,93.302
Xana,Pix Lax,Ti Allo Na Pis Pio Apla,0.411,0.241,-16.302,0.0332,0.556,4.68e-05,0.185,0.272,143.703
Hilii Thei,Pix Lax,Ti Allo Na Pis Pio Apla,0.571,0.328,-13.711,0.0574,0.447,1.82e-05,0.568,0.494,142.104
Mara-Bou,Pix Lax,Ti Allo Na Pis Pio Apla,0.735,0.499,-14.086,0.0469,0.348,4.98e-05,0.0569,0.765,95.404
Aformi,Pix Lax,Ti Allo Na Pis Pio Apla,0.464,0.43,-12.75,0.0337,0.27,1.41e-05,0.456,0.376,104.273
Psahno Ti Nihta,Pix Lax,Ti Allo Na Pis Pio Apla,0.473,0.428,-12.93,0.0349,0.248,6.82e-05,0.195,0.656,150.718
Pali Fevgo,Pix Lax,Ti Allo Na Pis Pio Apla,0.497,0.323,-15.452,0.032,0.179,0.000268,0.289,0.356,143.911
Esi Den Ise Esi,Pix Lax,Ti Allo Na Pis Pio Apla,0.696,0.401,-14.362,0.0365,0.286,8.47e-06,0.11,0.785,130.975
Kale Mou Bastarde Iroa,Pix Lax,Ti Allo Na Pis Pio Apla,0.461,0.444,-13.097,0.0294,0.247,0.00015,0.15,0.671,152.072
Prosopiki Anazitisi,Pix Lax,Ti Allo Na Pis Pio Apla,0.358,0.296,-15.768,0.0405,0.712,0.000631,0.253,0.175,125.565
Ti Allo Na Po Pio Apla,Pix Lax,Ti Allo Na Pis Pio Apla,0.411,0.504,-13.44,0.032,0.0224,0.000289,0.0415,0.534,145.476
Giati,Pix Lax,O Ilios Tou Himona Me Melagholi,0.592,0.389,-15.838,0.0274,0.429,0.0,0.0639,0.588,103.976
Astin Na Lei,Pix Lax,O Ilios Tou Himona Me Melagholi,0.511,0.387,-13.933,0.0338,0.253,0.0,0.615,0.602,91.715
S' Agapo,Pix Lax,O Ilios Tou Himona Me Melagholi,0.587,0.45,-14.459,0.0325,0.215,0.0,0.0902,0.527,117.844
I Ikona Tou Himona,Pix Lax,O Ilios Tou Himona Me Melagholi,0.257,0.146,-15.794,0.038,0.783,0.0,0.272,0.184,180.966
To Arga Gia Mas Ine Noris,Pix Lax,O Ilios Tou Himona Me Melagholi,0.689,0.454,-15.753,0.0293,0.241,2.46e-05,0.0556,0.801,139.895
Gia Mia Matia,Pix Lax,O Ilios Tou Himona Me Melagholi,0.618,0.405,-13.645,0.0296,0.186,0.0,0.0257,0.549,119.886
Hathikes Alitissa,Pix Lax,O Ilios Tou Himona Me Melagholi,0.762,0.387,-14.388,0.0346,0.211,0.0,0.0684,0.905,107.475
To Zeibekiko Tis Athinas,Pix Lax,O Ilios Tou Himona Me Melagholi,0.764,0.182,-18.931,0.0391,0.611,0.0,0.306,0.573,119.984
Tha Se Varetho,Pix Lax,O Ilios Tou Himona Me Melagholi,0.745,0.353,-14.225,0.0275,0.267,1.46e-06,0.165,0.789,99.99
Kokkinos Stivos,Pix Lax,O Ilios Tou Himona Me Melagholi,0.678,0.322,-16.071,0.0349,0.69,0.0,0.257,0.442,133.93
I Palies Agapes Pane Ston Paradiso,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.41,0.278,-14.267,0.0328,0.649,0.000557,0.0832,0.248,138.787
Den Afinoun Simadia Stin Ammo Tou Hronou,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.733,0.592,-11.791,0.0613,0.462,0.0109,0.14,0.871,95.034
Ena Peplo Tis Siopis Tha Skepazi San Baboulas Tin Zoi Mas,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.622,0.68,-12.093,0.0298,0.0349,0.00273,0.0792,0.907,128.645
Podilata Dihos Frena,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.444,0.442,-13.905,0.0288,0.468,0.000523,0.0885,0.415,105.084
Kathe Poniria Tis Evas Tha Pona,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.778,0.572,-13.064,0.0277,0.195,1.15e-06,0.268,0.798,108.079
Den Se Xeri Kanis,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.28,0.356,-15.387,0.0334,0.077,0.000864,0.0974,0.375,137.498
Spleen,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.483,0.313,-14.357,0.0458,0.322,0.0,0.129,0.505,119.983
Kane Kati Ke Gia Sena,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.464,0.27,-13.785,0.0306,0.108,0.00055,0.0781,0.207,108.524
San Tin Adiki Katara,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.627,0.556,-12.764,0.0344,0.262,0.0,0.0846,0.707,99.782
Na Me Thimithis,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.479,0.422,-14.459,0.0324,0.456,0.0,0.514,0.227,97.657
Na Gini To Nero Fotia,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.52,0.308,-16.355,0.059,0.835,0.00171,0.0832,0.255,90.175
Sta Kaminia,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.695,0.228,-15.193,0.0588,0.656,0.000103,0.129,0.284,120.008
Na 'Rthis Opos Tha 'Rthoun Ta Helidonia,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.48,0.315,-13.509,0.0332,0.557,0.0,0.114,0.434,95.741
Ta Onira Tis Meris,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.432,0.147,-17.765,0.0388,0.607,0.155,0.155,0.502,184.05
"Ei ""Man"" Kita Brosta",Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.689,0.133,-20.941,0.0451,0.959,0.000117,0.0999,0.579,94.979
Olo M' Afinis Na S' Afiso,Pix Lax,O Baboulas Tragoudai Monos Tis Nihtes,0.446,0.194,-18.036,0.0351,0.875,0.00536,0.0546,0.253,144.756
Ti Na Po (Zoriki Keri),Pix Lax,Zoriki Keri,0.633,0.46,-15.518,0.0386,0.286,1.94e-05,0.274,0.754,105.349
Mi Zilevis,Pix Lax,Zoriki Keri,0.636,0.46,-14.964,0.0308,0.463,3.21e-05,0.0437,0.557,129.01
Akrovato,Pix Lax,Zoriki Keri,0.689,0.466,-15.693,0.0296,0.411,3.46e-06,0.0403,0.73,105.064
Pix Lax,Pix Lax,Zoriki Keri,0.677,0.5,-15.196,0.0354,0.0766,2.05e-05,0.33,0.709,106.09
Akoma Prospatho,Pix Lax,Zoriki Keri,0.556,0.18,-15.868,0.0318,0.762,0.00107,0.0971,0.229,76.283
Poula Me,Pix Lax,Zoriki Keri,0.626,0.494,-14.545,0.0368,0.372,0.000742,0.053,0.442,114.559
Ela,Pix Lax,Zoriki Keri,0.568,0.368,-15.331,0.0351,0.427,0.000312,0.0288,0.576,139.916
Tha Figis,Pix Lax,Zoriki Keri,0.509,0.375,-16.468,0.0457,0.349,0.0,0.248,0.538,137.904
En Psihro,Pix Lax,Zoriki Keri,0.7,0.388,-16.115,0.0316,0.175,4.03e-06,0.333,0.796,105.381
Apopira Epafis,Pix Lax,Zoriki Keri,0.653,0.519,-14.107,0.0949,0.0402,2.3e-05,0.0639,0.754,77.502
San Psema,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.408,0.462,-14.407,0.033,0.375,0.0221,0.184,0.809,98.25
Anoites Agapes,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.501,0.234,-15.215,0.0397,0.774,0.0,0.0769,0.0655,127.886
Lene Gia Mena,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.59,0.378,-14.424,0.0438,0.42,7.21e-05,0.183,0.733,99.664
S' Olous Dinese,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.512,0.239,-15.897,0.0339,0.591,0.0,0.126,0.304,119.864
Den Tha Dakriso Pia Gia Sena,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.689,0.494,-13.565,0.0274,0.317,0.0,0.207,0.909,104.982
Mia Zoi Sto Risko (O Paradisos Ine Topos Gia Defterous Rolous),Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.73,0.334,-15.174,0.034,0.534,3e-06,0.423,0.387,124.189
Bori,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.587,0.45,-12.547,0.0363,0.106,0.0,0.126,0.853,102.7
Ti Ine Afto Pou Mas Horizi,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.462,0.315,-14.458,0.0302,0.47,0.0,0.167,0.346,113.28
Ateliota Taxidia,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.478,0.148,-18.346,0.0319,0.598,0.0,0.0518,0.408,175.109
"As Gini O,Ti Thes",Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.639,0.451,-14.562,0.0535,0.35,0.000127,0.0528,0.724,115.979
Horis Dropi,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.702,0.351,-19.565,0.0292,0.234,0.00127,0.0945,0.965,103.967
Arhises Na Xethoriazis San Mia Palia Fotografia,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.561,0.234,-15.17,0.0313,0.608,0.0,0.131,0.197,115.894
Psihalizi Sto Veligradi,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.403,0.0862,-25.066,0.0294,0.624,0.0469,0.0956,0.211,95.43
Ximeroma,Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.473,0.273,-18.678,0.0516,0.127,0.86,0.136,0.396,106.781
"Den Tha Dakriso Pia Gia Sena (Apo Ta ""Pegnidia"" Tou Govatzidaki)",Pix Lax,Gia Tous Prigipes Tis Ditikis Ohthis,0.787,0.6,-14.155,0.0578,0.0138,6.12e-05,0.11,0.793,104.973
Idrohoos,Pix Lax,Stilvi,0.291,0.293,-16.121,0.0463,0.89,0.904,0.114,0.0703,119.45
Monaxia Mou Ola... (Zodano Apo To Dipla Sto Potami) - Live,Pix Lax,Stilvi,0.602,0.775,-10.012,0.0374,0.0314,0.00203,0.798,0.515,98.491
Sta Vathia Sou Nera,Pix Lax,Stilvi,0.644,0.576,-10.601,0.0286,0.27,0.000582,0.114,0.691,110.02
Epapses Agapi Na Thimizis,Pix Lax,Stilvi,0.443,0.406,-15.827,0.0385,0.363,0.0595,0.121,0.346,133.646
Faltseta,Pix Lax,Stilvi,0.395,0.267,-15.851,0.0477,0.766,0.0101,0.109,0.528,105.244
Mia Sinousia Mistiki,Pix Lax,Stilvi,0.721,0.506,-10.745,0.0417,0.244,1.01e-06,0.134,0.56,114.471
Senor (Tales Of Yankee Power),Pix Lax,Stilvi,0.615,0.35,-15.391,0.0317,0.139,0.102,0.0835,0.362,135.883
Fotia - Acoustic,Pix Lax,Stilvi,0.555,0.4,-13.451,0.0351,0.301,0.0036,0.185,0.154,116.146
O Erotas Kimithike Noris - Acoustic,Pix Lax,Stilvi,0.348,0.197,-17.124,0.0366,0.639,0.125,0.152,0.304,132.048
Akoma Tipota Den Ides,Pix Lax,Stilvi,0.517,0.231,-13.562,0.0282,0.447,0.0191,0.0833,0.158,108.212
Stilvi,Pix Lax,Stilvi,0.614,0.631,-13.121,0.0283,0.105,0.816,0.112,0.365,98.998
Sothikan I Hares,Pix Lax,Stilvi,0.443,0.339,-13.366,0.0255,0.00876,0.00494,0.146,0.376,87.06
Lamia,Pix Lax,Stilvi,0.543,0.688,-9.843,0.0587,0.259,9.97e-06,0.113,0.473,181.894
Klemmeni Omorfia,Pix Lax,Stilvi,0.574,0.529,-11.641,0.031,0.0988,1.87e-06,0.101,0.611,100.862
Apogoitefsi Tou Perastikou,Pix Lax,Stilvi,0.377,0.472,-12.879,0.0276,0.0919,0.762,0.0734,0.293,146.061
Irida,Pix Lax,Stilvi,0.464,0.161,-18.736,0.0459,0.914,0.69,0.117,0.341,142.602
Tora (Avà),Pix Lax,Iparhoun Hrisopsara Edo?,0.448,0.539,-10.887,0.0312,0.504,0.00329,0.0976,0.266,110.269
Iparhoun Hrisopsara Edo,Pix Lax,Iparhoun Hrisopsara Edo?,0.633,0.315,-13.274,0.0316,0.879,0.00103,0.133,0.124,120.062
Ena Gelio Kremasmeno Sto Balkoni,Pix Lax,Iparhoun Hrisopsara Edo?,0.698,0.484,-12.529,0.0296,0.41,0.247,0.131,0.816,138.079
Pinakas,Pix Lax,Iparhoun Hrisopsara Edo?,0.539,0.486,-10.155,0.0253,0.125,0.0238,0.251,0.202,140.017
You Get In Love,Pix Lax,Iparhoun Hrisopsara Edo?,0.613,0.604,-7.463,0.034,0.247,5.54e-06,0.349,0.699,100.035
Sto Telos Girisa Se Sena,Pix Lax,Iparhoun Hrisopsara Edo?,0.337,0.432,-16.416,0.0433,0.0865,0.000462,0.519,0.469,144.005
Melidron,Pix Lax,Iparhoun Hrisopsara Edo?,0.666,0.505,-10.368,0.0256,0.0601,0.0,0.0904,0.824,101.993
Mia Zoi Mesa Stous Dromous,Pix Lax,Iparhoun Hrisopsara Edo?,0.497,0.511,-10.411,0.0257,0.00616,0.253,0.0773,0.36,133.264
Tou Tihou I Rogmes,Pix Lax,Iparhoun Hrisopsara Edo?,0.252,0.405,-9.52,0.0339,0.543,0.00541,0.512,0.25,182.182
Ti Zitas,Pix Lax,Iparhoun Hrisopsara Edo?,0.582,0.688,-8.641,0.0302,0.127,0.0195,0.119,0.668,115.059
Lene Gia Mena - Elefteria Mix,Pix Lax,Iparhoun Hrisopsara Edo?,0.354,0.65,-13.505,0.0435,0.228,0.821,0.369,0.272,97.964
Podilata Dihos Frena (Live),Pix Lax,Iparhoun Hrisopsara Edo?,0.31,0.578,-10.125,0.0277,0.253,0.00012,0.98,0.487,103.786
Olo M' Afinis Na S' Afiso - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.458,0.34,-12.388,0.0301,0.666,0.000236,0.462,0.238,133.342
Mia Sinousia Mistiki - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.605,0.57,-9.924,0.0345,0.149,1.3e-05,0.733,0.663,123.309
Esi Eki - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.306,0.713,-8.08,0.0403,0.236,0.000252,0.548,0.587,128.393
Artista - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.428,0.415,-11.382,0.0401,0.734,2.51e-06,0.904,0.269,125.971
Me Skotose Giati Tin Agapousa - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.473,0.869,-9.688,0.0321,0.00543,0.172,0.673,0.705,98.048
Senor (Tales Of Yankee Power) - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.492,0.45,-12.651,0.028,0.669,0.0298,0.114,0.45,137.162
